from_stop_id,to_stop_id,transfer_type,min_transfer_time
STOP_13581b6a-1760-4862-8bfc-6955a15a6fde,364762,3,
STOP_13581b6a-1760-4862-8bfc-6955a15a6fde,364760,3,
STOP_13581b6a-1760-4862-8bfc-6955a15a6fde,364761,3,
STOP_13581b6a-1760-4862-8bfc-6955a15a6fde,364775,3,
STOP_13581b6a-1760-4862-8bfc-6955a15a6fde,364809,3,
STOP_13581b6a-1760-4862-8bfc-6955a15a6fde,364792,3,
STOP_13581b6a-1760-4862-8bfc-6955a15a6fde,364790,3,
STOP_13581b6a-1760-4862-8bfc-6955a15a6fde,364800,3,
STOP_13581b6a-1760-4862-8bfc-6955a15a6fde,364806,3,
STOP_13581b6a-1760-4862-8bfc-6955a15a6fde,364807,3,
STOP_13581b6a-1760-4862-8bfc-6955a15a6fde,364808,3,
STOP_13581b6a-1760-4862-8bfc-6955a15a6fde,364801,3,
STOP_13581b6a-1760-4862-8bfc-6955a15a6fde,364802,3,
STOP_13581b6a-1760-4862-8bfc-6955a15a6fde,364803,3,
STOP_13581b6a-1760-4862-8bfc-6955a15a6fde,hbeh,3,
STOP_13581b6a-1760-4862-8bfc-6955a15a6fde,364759,3,
STOP_13581b6a-1760-4862-8bfc-6955a15a6fde,364804,3,
STOP_13581b6a-1760-4862-8bfc-6955a15a6fde,rd27,3,
STOP_13581b6a-1760-4862-8bfc-6955a15a6fde,3i48,3,
STOP_13581b6a-1760-4862-8bfc-6955a15a6fde,p1rq,3,
STOP_13581b6a-1760-4862-8bfc-6955a15a6fde,69rr,3,
STOP_13581b6a-1760-4862-8bfc-6955a15a6fde,e5jq,3,
STOP_13581b6a-1760-4862-8bfc-6955a15a6fde,STOP_5e72748e-99dd-43c0-9e79-0773a4afd1cd,3,
STOP_13581b6a-1760-4862-8bfc-6955a15a6fde,364767,3,
STOP_13581b6a-1760-4862-8bfc-6955a15a6fde,q0fo,3,
STOP_13581b6a-1760-4862-8bfc-6955a15a6fde,x2b2,3,
STOP_13581b6a-1760-4862-8bfc-6955a15a6fde,7uue,3,
STOP_13581b6a-1760-4862-8bfc-6955a15a6fde,go4g,3,
STOP_13581b6a-1760-4862-8bfc-6955a15a6fde,54by,3,
STOP_13581b6a-1760-4862-8bfc-6955a15a6fde,o4je,3,
STOP_13581b6a-1760-4862-8bfc-6955a15a6fde,wyv1,3,
STOP_13581b6a-1760-4862-8bfc-6955a15a6fde,5fez,3,
x2b2,364798,3,
x2b2,364794,3,
x2b2,364795,3,
x2b2,364768,3,
x2b2,364762,3,
x2b2,364760,3,
x2b2,364775,3,
x2b2,364809,3,
x2b2,364792,3,
x2b2,364800,3,
x2b2,364806,3,
x2b2,364807,3,
x2b2,364808,3,
x2b2,364801,3,
x2b2,364802,3,
x2b2,364803,3,
x2b2,hbeh,3,
x2b2,364759,3,
x2b2,364804,3,
x2b2,rd27,3,
x2b2,p1rq,3,
x2b2,69rr,3,
x2b2,STOP_5e72748e-99dd-43c0-9e79-0773a4afd1cd,3,
x2b2,364767,3,
x2b2,STOP_13581b6a-1760-4862-8bfc-6955a15a6fde,3,
x2b2,7uue,3,
x2b2,go4g,3,
x2b2,54by,3,
x2b2,o4je,3,
x2b2,5fez,3,
7uue,364798,3,
7uue,364794,3,
7uue,364764,3,
7uue,364762,3,
7uue,364763,3,
7uue,364760,3,
7uue,364761,3,
7uue,364775,3,
7uue,364809,3,
7uue,364792,3,
7uue,364790,3,
7uue,364800,3,
7uue,364805,3,
7uue,364806,3,
7uue,364807,3,
7uue,364808,3,
7uue,364801,3,
7uue,364802,3,
7uue,364803,3,
7uue,hbeh,3,
7uue,364759,3,
7uue,364804,3,
7uue,rd27,3,
7uue,3i48,3,
7uue,p1rq,3,
7uue,69rr,3,
7uue,364767,3,
7uue,STOP_13581b6a-1760-4862-8bfc-6955a15a6fde,3,
7uue,x2b2,3,
7uue,go4g,3,
7uue,54by,3,
7uue,o4je,3,
7uue,wyv1,3,
7uue,5fez,3,
go4g,364768,3,
go4g,364769,3,
go4g,364775,3,
go4g,364806,3,
go4g,364807,3,
go4g,STOP_5e72748e-99dd-43c0-9e79-0773a4afd1cd,3,
go4g,364767,3,
go4g,STOP_13581b6a-1760-4862-8bfc-6955a15a6fde,3,
go4g,x2b2,3,
go4g,7uue,3,
go4g,54by,3,
go4g,o4je,3,
54by,364775,3,
54by,364806,3,
54by,364807,3,
54by,364804,3,
54by,STOP_13581b6a-1760-4862-8bfc-6955a15a6fde,3,
54by,x2b2,3,
54by,7uue,3,
54by,go4g,3,
54by,o4je,3,
54by,wyv1,3,
54by,5fez,3,
o4je,364762,3,
o4je,364760,3,
o4je,364805,3,
o4je,364806,3,
o4je,364807,3,
o4je,364803,3,
o4je,364804,3,
o4je,69rr,3,
o4je,STOP_13581b6a-1760-4862-8bfc-6955a15a6fde,3,
o4je,x2b2,3,
o4je,7uue,3,
o4je,go4g,3,
o4je,54by,3,
o4je,wyv1,3,
o4je,5fez,3,
wyv1,364762,3,
wyv1,364763,3,
wyv1,364760,3,
wyv1,364761,3,
wyv1,364805,3,
wyv1,364806,3,
wyv1,364807,3,
wyv1,364803,3,
wyv1,364804,3,
wyv1,69rr,3,
wyv1,STOP_13581b6a-1760-4862-8bfc-6955a15a6fde,3,
wyv1,7uue,3,
wyv1,54by,3,
wyv1,o4je,3,
wyv1,5fez,3,
5fez,364764,3,
5fez,364762,3,
5fez,364763,3,
5fez,364760,3,
5fez,364761,3,
5fez,364809,3,
5fez,364792,3,
5fez,364805,3,
5fez,364806,3,
5fez,364807,3,
5fez,364808,3,
5fez,364801,3,
5fez,364802,3,
5fez,364803,3,
5fez,hbeh,3,
5fez,364759,3,
5fez,364804,3,
5fez,rd27,3,
5fez,3i48,3,
5fez,p1rq,3,
5fez,69rr,3,
5fez,364767,3,
5fez,STOP_13581b6a-1760-4862-8bfc-6955a15a6fde,3,
5fez,x2b2,3,
5fez,7uue,3,
5fez,54by,3,
5fez,o4je,3,
5fez,wyv1,3,
kr6p,hsem,3,
dvl3,8mw1,3,
6cli,lni1,3,
c50g,STOP_ddc1d189-e791-4529-a4d3-360499fe0ce8,3,
c50g,364770,3,
c50g,364780,3,
c50g,364773,3,
c50g,364776,3,
c50g,364778,3,
c50g,364779,3,
c50g,364781,3,
c50g,364777,3,
c50g,364771,3,
8mw1,dvl3,3,
hsem,kr6p,3,
lni1,6cli,3,
hoca,o9c7,3,
hoca,lv4j,3,
pt0e,ugbu,3,
ri3e,1p8a,3,
o9c7,hoca,3,
o9c7,lv4j,3,
ccy4,gpyq,3,
gpyq,ccy4,3,
ugbu,pt0e,3,
1p8a,ri3e,3,
lv4j,hoca,3,
lv4j,o9c7,3,
364771,STOP_ddc1d189-e791-4529-a4d3-360499fe0ce8,3,
364771,364770,3,
364771,364780,3,
364771,364773,3,
364771,364776,3,
364771,364778,3,
364771,364779,3,
364771,364781,3,
364771,c50g,3,
